country_iso2,country_name,year,farmed_animals_per_capita,aquaculture_pct,animal_rights_risk,rule_of_law_risk,meat_consumption_kg,animal_rights_delta_risk,plant_protein_risk,public_concern_risk,civic_space_risk,civil_liberties_risk,ai_governance_risk,ai_aw_research_risk,ai_sentience_risk,speciesist_bias_ratio,patent_intensity
ZA,South Africa,2004,43.0,4.2,0.661,0.238,50.0,-0.0,0.417,70,0.0345,0.139,1.0,14.0788,5.7677,28.435,0.001018
ZA,South Africa,2005,43.7,4.23,0.661,0.238,50.25,-0.0,0.422,70,0.0345,0.139,1.0,14.060599999999999,5.7627999999999995,27.5275,0.001221
ZA,South Africa,2006,44.4,4.26,0.661,0.239,50.5,-0.0,0.427,70,0.0272,0.138,1.0,14.0397,5.7573,26.62,0.001466
ZA,South Africa,2007,45.1,4.28,0.661,0.242,50.75,-0.0,0.432,70,0.0272,0.138,1.0,14.015699999999999,5.7508,25.7125,0.001759
ZA,South Africa,2008,45.8,4.31,0.661,0.24,51.0,-0.0,0.437,70,0.0272,0.139,1.0,13.988,5.7435,24.805,0.002111
ZA,South Africa,2009,46.1,4.34,0.634,0.256,51.1,-0.027,0.442,70,0.0272,0.139,1.0,13.956199999999999,5.734999999999999,23.8975,0.002533
ZA,South Africa,2010,46.5,4.37,0.634,0.251,51.2,-0.0,0.447,70,0.0544,0.135,1.0,13.919599999999999,5.7252,22.99,0.003039
ZA,South Africa,2011,46.8,4.39,0.634,0.259,51.3,-0.0,0.4518,70,0.0544,0.135,1.0,13.8776,5.7139999999999995,22.0825,0.003647
ZA,South Africa,2012,47.2,4.42,0.634,0.261,51.4,-0.0,0.4605,70,0.0544,0.134,1.0,13.8292,5.701099999999999,21.175,0.004377
ZA,South Africa,2013,47.5,4.45,0.634,0.283,51.5,-0.0,0.462,70,0.109,0.14,1.0,13.7736,5.6863,20.2675,0.005252
ZA,South Africa,2014,47.6,4.48,0.634,0.288,51.6,-0.0,0.4743,70,0.109,0.141,1.0,13.7096,5.6692,19.36,0.006303
ZA,South Africa,2015,47.7,4.51,0.634,0.305,51.7,-0.0,0.4804,70,0.109,0.133,1.0,13.636099999999999,5.6495999999999995,18.4525,0.007563
ZA,South Africa,2016,47.9,4.53,0.634,0.305,51.8,-0.0,0.4828,70,0.109,0.135,1.0,13.551499999999999,5.6270999999999995,17.545,0.009076
ZA,South Africa,2017,48.0,4.56,0.634,0.345,51.9,-0.0,0.4698,70,0.109,0.154,1.0,13.4542,5.6011,16.6375,0.010891
ZA,South Africa,2018,48.1,4.59,0.634,0.327,52.0,-0.0,0.4723,70,0.109,0.146,1.0,13.3424,5.5713,15.73,0.013069
ZA,South Africa,2019,48.2,4.62,0.661,0.31,52.1,0.027,0.4907,70,0.1372,0.163,1.0,13.2137,5.537,14.8225,0.015683
ZA,South Africa,2020,48.4,4.64,0.661,0.271,52.2,-0.0,0.4766,70,0.1694,0.171,1.0,13.0658,5.4975,13.915,0.01882
ZA,South Africa,2021,48.5,4.67,0.661,0.287,52.3,-0.0,0.4817,70,0.1694,0.162,1.0,12.8957,5.4521999999999995,13.0075,0.022584
ZA,South Africa,2022,48.6,4.7,0.654,0.278,52.4,-0.007,0.4751,70,0.1694,0.171,1.0,12.7,5.3999999999999995,12.1,0.0271
